X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,y
0.8004063411742299,0.8928423122639129,0.7033628038229718,0.09863879360176432,-0.5752074866946765,0.9373994732771084,-1.3030764365524925,-0.18402836855864826,0.8785462080922781,0.2182236593507422,-0.23749154484854587,1.2578273771861228,0.5312546066782927,-0.2719733854239234,0.3729712706424233,-0.6093262308385758,-0.01369815416624907,0.5572864011145521,-0.46769204921853874,0.32881490650528566,-0.64466621386676,0.6580867180341003,0.8950314202730584,11.724280998077575
1.9573110973010903,-1.455506527103351,0.9491394816588062,0.8079767836165501,-0.25370237155493036,1.7760321657823868,0.41692013369766734,0.9279322784913663,1.7937581177372741,-0.2828130370018278,1.5583309502893317,-0.5520290171353258,0.8110960010349955,-0.5000313255510084,-0.4174478725781821,-0.24471462879949796,2.344674616522343,1.0305903001522612,-1.8884861758339422,0.320046487145514,1.368689473171279,0.025682270563019645,1.6026450304455802,149.13756450407976
1.092868837211314,2.05108975103452,1.0487169176381084,0.5631482922213279,0.2643078211161261,-0.8362827534045466,2.510437904633773,-0.696003365753981,0.7336399563719561,-1.4429956751369635,-0.5523437180763244,1.3380261144461565,-0.772958126206632,1.3221604865085603,-0.7286065635901784,-1.1662896787677395,-0.9263591431446918,-1.6323672737452561,-0.7610286620611338,-0.09019630232684064,1.1931083129946067,0.4542492337563966,-0.841997496785338,300.85286973842955
1.29588040957306,1.1986318812503105,-1.827154164584605,0.5552690935328786,-1.4641184423613571,0.14310393240572164,0.5101713002790673,-0.43309014802480594,-1.2914527634811421,0.42591371157389685,-0.4289929853447266,0.7538564227023241,0.10317303967956135,-0.6339574495834885,0.9890931549191467,-0.5022014824121578,-0.3732929336605545,-0.05141101120632951,-0.30272730671570297,-1.154507405138026,-1.395999232008273,1.3541938136061127,-0.7594418422563775,-165.2925260054059
1.9086750462139996,-1.3208337089234705,-1.3679856659415361,-0.3969132719382463,-1.3915734995015085,1.7849346435069888,0.08612278751048964,-1.3004064580388919,3.2227509735303346,1.4110804044742267,-0.3097869144373185,0.07446782424616138,1.5034725713857386,-1.765949879182629,-0.036284973127149574,0.025265035497232323,-0.5647855053977137,-0.12817406746504287,-0.2860761638691468,0.0526071114073512,1.4453613272747674,-0.9517655733121883,1.074133425011577,46.82415810590363
-0.26544879379905506,0.3550091650863743,0.003934294157972233,0.15995070045955934,-1.5616230383902066,-0.07258832789566359,-0.4838331815875466,0.346913964487582,1.2932051007034748,-0.01993582198955246,-0.5031764034383795,-0.25724534666122495,-0.6170097002635104,1.9457154976272586,-0.4713993982042521,-0.536398066653736,-1.6147043742294596,-0.5129452433147866,-0.1747974616654422,-0.4275844705306984,0.2205971813413745,0.39854386026586003,-2.5203924590773097,-241.87041488509863
-0.7629318466740593,0.7125203178198993,0.20273682496252884,-0.9749192834707708,-0.32780753423544023,-0.8167236269912793,0.15961672443836702,0.7538826895517895,-0.5643255589814871,0.15561275192987506,1.0291692236314571,-0.9435022444074781,-1.1252919085321467,0.029562377376744508,0.5514523735793918,1.9435812647092388,1.2312490633460977,-0.2710364399365825,0.05503059099283856,0.665005953000043,0.8775439179710737,-0.1600573685209996,-1.3439843434652858,-52.91761121870349
-0.8725843799451849,0.868704996006324,2.5331850155863096,-0.5720659471676593,0.3062903622156118,1.5458156649398291,0.7173556114546463,1.580945496697094,-0.4923726896931585,-0.03351582632670174,0.1393534939223546,0.4388862480268488,-0.4211004244571958,0.9654591693914745,2.075245420865956,-0.8067978379823695,1.5659206952936255,0.33491886395576925,0.8558517801088276,-0.0816025390274091,0.18258166703700004,-0.6055739181993061,0.4928846722460181,377.3403378163984
-0.6846485039375234,-0.4264445322959348,1.014040845539078,0.5824348822064671,0.08249683481044691,0.7170607171497534,0.09461553275063918,-1.1153432279616837,0.8315714528236384,-1.2834300458954855,-0.43841261316551666,-2.0098317754824797,0.8133730020704806,0.06299902089624804,0.1816267942655762,-0.7663476369413498,0.3390620527761687,-2.293218410029149,-0.40134725172486707,0.8917718964559838,0.3412076900605516,-0.9305331302398062,0.3331786245895397,112.7263513476599
1.4121934456836724,0.056574306060360624,0.2866149509868048,-0.117285468498771,-1.0767301514870835,2.170461907422697,0.4747395495706251,-0.29740495741408635,0.0402611864784394,0.45038777313549905,0.33692060658584244,1.6352025782189008,-0.7007660545322676,-1.6535341540117985,-1.9027091286446387,1.4403266511168782,-0.14358952072688344,-0.32820129216131927,-1.0131791363498055,0.06748119479489152,0.07989338665022805,0.09691187251782983,-0.0067039179219765405,-37.31506555017785
